Número do processos,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
5181445-00.2025.8.11.4627,0,1,0,1,1,1
5153341-78.2025.8.16.9310,1,1,0,0,1,1
5222245-16.2025.8.26.2014,0,1,0,0,1,1
6419073-11.2025.8.12.7466,1,1,1,0,1,1
8661485-30.2025.8.08.7268,1,1,0,0,0,0
3846279-21.2025.8.04.8707,1,1,0,0,0,1
5789478-85.2025.8.13.1155,0,1,1,1,1,1
3447885-81.2025.8.16.7044,1,1,1,1,1,1
5070316-45.2025.8.17.1461,1,0,1,1,0,0
6450356-51.2025.8.17.8706,1,1,0,1,0,1
6968211-82.2025.8.14.6394,1,1,1,1,1,0
8900264-40.2025.8.10.4848,1,0,0,1,1,1
6202165-86.2025.8.11.8235,1,1,0,1,1,1
2663771-49.2025.8.12.5770,0,0,1,1,1,1
6411838-47.2025.8.20.3869,1,1,0,1,1,0
8143465-57.2025.8.11.3850,1,1,1,1,0,1
5710709-05.2025.8.12.9444,0,1,0,1,0,1
5461109-19.2025.8.04.1216,0,1,1,0,1,1
7387832-22.2025.8.01.3465,0,1,0,0,1,0
3615403-18.2025.8.20.7222,1,1,0,0,1,1
5751555-17.2025.8.19.8154,1,1,1,0,0,0
6154627-47.2025.8.10.1490,1,1,0,1,1,1
8939422-56.2025.8.07.6325,1,1,1,0,1,1
3181544-61.2025.8.20.2365,1,1,0,1,0,1
2485574-99.2025.8.11.3898,1,1,1,1,0,1
4850539-93.2025.8.02.9105,1,1,1,0,1,1
9253754-65.2025.8.18.4543,1,1,0,1,0,1
9933761-84.2025.8.07.9225,0,0,0,1,1,1
9858706-02.2025.8.08.5217,1,1,1,1,0,1
8950713-78.2025.8.20.9631,1,1,1,1,1,1
7167596-89.2025.8.17.2150,0,0,1,1,1,1
2545423-39.2025.8.27.9983,0,1,1,1,0,1
1993607-78.2025.8.21.6019,1,0,0,0,0,1
9387003-78.2025.8.05.5170,1,1,1,1,1,1
7877605-32.2025.8.10.2444,1,1,1,0,0,0
8916169-67.2025.8.02.5950,1,0,0,0,1,0
3073869-92.2025.8.08.7794,1,1,0,1,1,0
1223004-65.2025.8.07.7874,0,0,0,0,1,1
5163836-00.2025.8.12.1134,1,1,1,0,1,1
5764338-70.2025.8.01.1234,1,1,0,0,1,1
2595573-98.2025.8.21.8295,1,1,0,1,1,1
9236161-68.2025.8.03.2199,0,1,0,1,1,1
2818496-99.2025.8.09.2001,0,0,0,1,0,1
7467558-15.2025.8.21.3048,0,0,0,1,1,1
9074691-48.2025.8.13.7167,0,1,0,1,1,1
3081054-08.2025.8.18.6165,1,1,1,1,1,1
5811315-23.2025.8.13.0910,0,0,0,1,1,1
7728861-92.2025.8.26.0213,1,1,1,1,1,1
3504307-78.2025.8.09.9222,1,1,1,0,0,1
7940647-77.2025.8.21.1568,1,1,1,1,1,1
4082398-34.2025.8.21.3398,0,1,1,0,1,1
4767722-38.2025.8.14.9243,0,1,1,0,1,0
6352301-73.2025.8.08.0984,1,1,1,0,0,1
3071361-41.2025.8.16.2576,1,1,1,1,0,0
7562471-30.2025.8.01.9523,1,1,1,1,1,0
3679073-77.2025.8.27.3437,0,0,0,1,1,1
7516490-67.2025.8.25.9664,0,1,1,0,1,1
3206311-20.2025.8.01.5723,1,1,1,1,1,1
1377220-92.2025.8.05.4865,1,1,0,1,1,1
5415981-33.2025.8.04.9052,1,1,1,1,1,1
3098840-98.2025.8.16.8716,0,0,0,1,0,1
2140650-38.2025.8.21.3615,1,1,1,1,0,0
8175249-19.2025.8.18.7327,1,0,1,0,1,0
3974940-47.2025.8.03.4008,1,1,0,1,1,0
5600898-98.2025.8.15.3324,0,1,0,0,1,1
3344316-00.2025.8.07.2438,1,1,1,1,0,1
1039851-02.2025.8.13.8154,1,1,1,1,0,1
2526524-31.2025.8.10.5425,1,1,1,1,1,1
9121365-91.2025.8.27.8953,1,1,1,1,1,0
1084066-06.2025.8.27.7914,1,1,1,1,1,1
2052665-36.2025.8.02.1686,0,1,1,1,1,1
4189929-64.2025.8.18.4083,1,1,1,0,1,1
4415212-82.2025.8.01.9169,1,0,1,0,1,1
1865232-32.2025.8.10.4453,0,1,1,1,1,1
4550499-38.2025.8.22.3278,0,0,0,1,0,0
9471268-50.2025.8.14.3924,1,1,1,0,1,1
5655363-68.2025.8.03.0642,1,1,1,1,1,1
4019435-13.2025.8.22.2555,1,1,0,0,1,1
3870076-39.2025.8.25.5015,1,1,1,1,1,1
9012903-74.2025.8.04.0776,1,1,1,1,1,1
2001412-25.2025.8.21.0739,1,1,1,1,1,1
9134243-26.2025.8.12.3050,1,1,0,1,1,1
5957951-87.2025.8.11.2872,1,1,1,1,1,1
9930570-56.2025.8.26.6162,1,1,1,1,1,1
3539654-83.2025.8.10.3229,1,1,1,1,0,1
2321739-85.2025.8.19.8455,1,1,1,0,1,1
5814201-95.2025.8.25.1958,1,1,0,0,1,1
9716351-22.2025.8.20.6775,0,1,1,0,1,0
3223950-15.2025.8.06.2611,1,1,1,1,1,1
2077174-58.2025.8.08.7958,1,1,1,1,1,1
7757945-32.2025.8.25.5488,1,1,1,0,1,1
5742769-49.2025.8.22.0711,1,1,1,1,1,1
3494861-09.2025.8.02.3526,1,1,1,1,0,1
1812615-29.2025.8.22.8224,1,1,1,1,1,1
5504740-35.2025.8.17.1340,1,1,0,1,1,0
2626182-81.2025.8.13.8152,0,1,0,1,1,1
5558350-23.2025.8.20.9763,1,1,1,1,0,1
5657842-96.2025.8.27.7448,1,1,0,1,1,0
5810378-45.2025.8.20.6037,1,0,0,1,0,1
5260835-09.2025.8.06.3938,1,1,0,0,0,1
5450825-13.2025.8.16.6411,1,1,1,1,0,1
6682992-53.2025.8.17.1844,1,1,0,1,1,1
5653388-75.2025.8.02.5790,1,1,1,1,1,1
9456394-24.2025.8.19.5615,1,1,1,1,0,1
6996454-14.2025.8.17.3038,1,1,0,1,0,1
6272697-55.2025.8.27.1239,1,1,1,0,1,1
3940708-95.2025.8.03.9323,1,1,0,0,1,1
3204411-08.2025.8.18.0918,1,1,1,0,1,1
1467623-82.2025.8.06.4158,1,1,1,1,1,0
9417839-50.2025.8.16.3695,0,1,1,1,1,1
7409108-54.2025.8.26.7135,0,1,0,0,1,1
7616731-33.2025.8.22.6889,1,1,1,1,0,1
1419747-28.2025.8.03.5814,1,1,1,1,1,1
6855001-19.2025.8.07.8178,0,1,1,0,1,1
1337052-01.2025.8.01.5763,1,1,1,1,1,1
6438252-32.2025.8.06.7961,1,1,1,1,1,1
3143019-70.2025.8.02.3025,0,1,0,1,1,1
4503807-49.2025.8.13.8647,0,1,1,1,1,1
2890274-21.2025.8.24.1254,0,1,1,1,1,1
9697949-87.2025.8.22.3955,0,1,0,0,1,1
6242047-14.2025.8.27.5159,1,1,1,1,1,1
5998541-05.2025.8.05.9061,1,1,0,1,0,1
7810074-83.2025.8.10.2038,1,1,1,0,0,0
1839488-79.2025.8.02.5673,1,1,1,1,1,1
7008543-81.2025.8.07.3194,1,1,1,1,1,1
5838733-91.2025.8.02.5375,1,1,0,0,1,1
1678904-79.2025.8.14.1481,1,0,1,0,1,0
9565979-20.2025.8.09.0764,0,0,0,1,1,1
9203874-04.2025.8.05.9401,1,1,1,1,1,1
3927151-05.2025.8.15.1398,0,1,0,1,1,1
2207385-50.2025.8.05.2038,0,1,0,0,1,1
7176767-49.2025.8.25.1647,1,1,1,1,1,1
9832420-56.2025.8.02.4975,1,1,0,1,1,1
7676102-48.2025.8.26.4855,1,1,1,1,1,1
2916371-09.2025.8.11.3078,1,1,1,1,1,0
2823679-45.2025.8.09.8300,1,1,1,0,1,1
6570745-03.2025.8.01.8128,1,1,0,1,0,1
3827150-54.2025.8.03.5209,1,1,0,1,1,1
5132881-45.2025.8.01.0072,1,0,1,1,0,0
8693118-96.2025.8.25.5807,0,1,0,1,1,1
8996466-16.2025.8.11.2491,0,1,0,1,1,0
5707636-42.2025.8.10.9757,1,1,1,1,1,1
2855591-42.2025.8.19.1506,1,1,0,1,1,1
9879135-89.2025.8.22.5104,0,0,0,1,1,0
2614280-93.2025.8.20.1021,1,1,0,1,1,1
8116263-80.2025.8.24.1854,1,1,1,1,1,1
9057656-44.2025.8.01.7704,0,1,0,1,1,1
5621082-67.2025.8.09.8082,1,1,1,1,1,0
3866741-03.2025.8.18.2656,1,1,0,0,1,1
4384663-41.2025.8.20.7676,1,1,1,1,0,1
8885572-67.2025.8.22.9667,0,0,1,1,0,0
7816324-44.2025.8.14.6555,1,1,0,1,0,1
4146190-57.2025.8.11.5493,1,1,0,0,1,1
8020106-05.2025.8.27.9863,1,1,1,1,0,0
7302024-76.2025.8.15.0242,1,1,0,0,1,1
5196342-86.2025.8.18.2030,1,1,1,1,0,1
3877998-85.2025.8.11.9950,1,1,1,1,1,0
1176251-17.2025.8.15.0026,1,1,1,1,0,1
1202360-89.2025.8.21.0447,1,1,0,1,1,1
1188648-49.2025.8.08.8554,0,1,1,1,1,1
3340350-53.2025.8.07.7704,1,1,1,1,0,1
4405463-84.2025.8.12.0371,0,0,1,0,1,1
7324487-04.2025.8.02.9487,1,1,0,0,0,1
3005078-38.2025.8.09.3501,1,0,0,1,0,1
7961383-95.2025.8.14.9657,1,1,0,1,0,1
7163845-12.2025.8.15.7893,1,1,1,1,1,1
6890003-47.2025.8.05.5013,1,1,0,1,1,1
2043676-92.2025.8.15.6414,1,0,1,1,1,1
4080988-03.2025.8.10.8565,1,1,1,1,1,1
1843664-85.2025.8.24.3946,1,1,1,1,1,1
5790588-17.2025.8.11.6374,1,1,1,1,0,1
3557322-35.2025.8.08.5655,0,1,0,0,1,1
6092368-87.2025.8.18.8567,0,1,0,0,0,1
8768957-97.2025.8.14.8425,1,1,1,1,1,1
7779815-84.2025.8.13.7913,1,0,0,1,1,1
3556604-64.2025.8.21.0563,0,0,1,1,0,1
2362159-44.2025.8.17.6250,1,1,1,0,1,0
9534525-46.2025.8.02.1698,0,0,1,1,0,1
3455007-11.2025.8.14.2957,0,1,1,1,1,0
4915082-32.2025.8.10.0533,1,0,1,1,1,1
2985391-51.2025.8.22.3582,1,1,0,0,1,1
9284144-03.2025.8.04.8452,1,1,0,0,1,1
5676779-05.2025.8.20.5659,0,1,0,1,1,1
6279704-94.2025.8.12.8774,1,1,1,0,1,1
5227622-38.2025.8.11.0355,1,1,1,0,1,1
3752897-20.2025.8.21.8128,0,0,0,0,1,1
3599709-80.2025.8.09.3110,1,1,1,1,1,1
7776360-76.2025.8.13.7553,0,0,1,0,1,1
2668187-17.2025.8.18.9633,1,0,1,0,1,1
8250241-41.2025.8.27.6310,1,1,1,0,1,1
6214359-53.2025.8.19.0219,1,1,1,1,1,1
9396626-85.2025.8.11.8560,1,1,1,1,1,1
7974545-75.2025.8.08.4979,0,1,0,0,1,1
2879515-81.2025.8.17.7746,1,1,1,0,1,1
8837939-02.2025.8.11.1849,1,1,0,0,1,0
6805359-65.2025.8.14.3733,1,1,0,1,1,1
8917893-55.2025.8.17.0003,1,1,1,1,0,1
3361602-80.2025.8.01.0010,0,1,1,0,1,1
9735706-88.2025.8.06.6916,1,1,0,1,1,1
9328586-26.2025.8.10.0343,1,1,0,1,1,1
4537466-56.2025.8.20.2224,1,0,1,1,1,1
6166535-78.2025.8.26.0226,1,1,1,0,0,1
1339416-65.2025.8.20.5308,1,1,1,1,0,1
8549041-94.2025.8.24.7034,1,1,1,0,1,1
5651618-49.2025.8.16.2985,0,0,0,1,0,1
7443444-03.2025.8.17.7252,0,1,1,1,1,1
7635034-66.2025.8.17.3914,1,1,0,0,0,1
2920779-22.2025.8.27.1973,1,1,0,1,0,0
3706081-78.2025.8.11.6120,1,1,1,0,1,1
9306980-34.2025.8.03.8147,1,1,1,1,1,1
1331129-12.2025.8.09.2253,0,0,0,1,1,1
6559034-61.2025.8.09.2934,0,1,1,1,1,0
3360163-53.2025.8.19.3933,1,1,0,0,1,1
7245041-59.2025.8.10.1334,1,1,1,0,0,1
6144488-99.2025.8.09.9988,0,1,0,1,1,1
4414700-05.2025.8.12.2965,1,1,1,0,0,1
1722794-19.2025.8.05.7461,1,1,1,1,1,1
3081257-30.2025.8.18.0773,1,1,1,1,1,0
8715495-60.2025.8.01.6382,0,1,1,1,0,1
8655342-29.2025.8.03.5894,0,1,1,1,1,0
7162064-16.2025.8.11.9819,1,0,0,0,1,1
5801215-48.2025.8.14.6957,1,0,0,0,0,1
1272269-98.2025.8.02.6112,1,1,1,1,1,1
3714040-57.2025.8.19.6349,0,1,0,1,1,1
8566807-26.2025.8.07.5742,1,1,1,0,0,0
8588158-58.2025.8.18.1448,1,1,1,1,1,1
1096236-48.2025.8.04.1043,1,0,0,0,1,0
8051870-30.2025.8.12.6898,1,1,1,1,1,0
8680035-55.2025.8.01.8591,1,1,0,0,1,0
6995507-77.2025.8.21.1094,0,1,0,0,1,1
7387925-84.2025.8.16.0185,0,0,1,1,1,1
3045589-98.2025.8.02.7976,1,1,0,0,1,1
1275270-44.2025.8.21.0089,1,1,1,1,1,1
4827117-33.2025.8.24.7815,1,1,1,1,0,1
2270532-85.2025.8.05.9632,1,1,0,1,0,0
8909193-95.2025.8.05.3504,1,1,1,0,1,1
1601165-10.2025.8.17.2594,1,1,1,1,1,0
4187382-58.2025.8.24.7649,1,1,0,0,1,0
4620385-07.2025.8.03.3887,0,0,0,0,1,1
7192345-77.2025.8.06.5781,0,0,0,1,1,1
1333178-62.2025.8.08.1843,0,1,1,1,1,1
7179152-26.2025.8.01.3166,1,1,1,1,1,1
7095541-66.2025.8.14.7317,0,1,0,0,0,1
1724827-09.2025.8.04.9205,0,1,1,0,1,1
4263575-67.2025.8.20.1214,0,1,0,0,1,1
6554255-78.2025.8.03.0868,1,1,1,0,1,1
8376163-21.2025.8.24.9083,1,1,1,1,1,1
1941800-24.2025.8.12.6172,1,1,1,1,0,0
2741270-25.2025.8.02.4623,0,1,0,1,0,1
9596594-10.2025.8.10.6621,1,1,1,0,1,1
3913035-12.2025.8.18.4861,1,1,1,0,1,1
5477480-60.2025.8.14.0875,1,1,0,0,1,1
8411406-77.2025.8.03.2803,1,1,0,0,0,1
5610379-76.2025.8.26.1667,1,1,0,1,0,1
6111533-47.2025.8.09.9414,1,1,1,1,0,1
6372335-41.2025.8.26.2724,1,1,1,1,1,0
5096241-94.2025.8.03.3445,0,1,1,1,1,0
2462984-10.2025.8.20.2672,0,1,1,1,1,0
3941606-84.2025.8.21.3998,1,1,1,0,1,1
1129437-90.2025.8.20.2436,1,1,0,1,1,1
9346434-86.2025.8.08.6995,0,1,1,1,1,1
5960726-91.2025.8.05.1350,0,0,1,0,1,1
8328382-64.2025.8.06.4746,1,1,0,0,0,0
6947980-31.2025.8.15.3630,0,0,1,1,1,1
4835918-69.2025.8.04.4428,1,1,0,1,1,1
9416949-07.2025.8.03.3981,1,1,1,1,1,1
2362620-72.2025.8.11.6871,1,1,0,1,1,1
2717545-70.2025.8.24.3499,0,0,1,1,1,1
1141653-83.2025.8.15.1249,1,1,1,1,1,1
4349372-07.2025.8.22.9086,1,0,1,0,1,0
2280315-79.2025.8.27.0750,1,1,1,1,1,0
9116807-73.2025.8.27.7488,1,0,1,1,1,1
6758348-29.2025.8.07.5734,1,1,1,1,1,1
3497460-28.2025.8.01.7685,1,1,1,1,1,1
8227291-86.2025.8.12.7317,1,1,1,1,1,1
7509654-97.2025.8.16.6777,1,0,1,1,1,0
7463711-80.2025.8.10.0132,1,1,1,1,1,1
6692164-52.2025.8.07.2139,1,0,1,1,1,1
3649966-37.2025.8.21.8873,0,1,0,1,0,0
9603026-99.2025.8.04.5493,1,1,1,0,1,1
8365542-18.2025.8.26.7259,1,1,1,1,1,1
8103073-07.2025.8.19.4768,0,1,1,1,0,1
1900373-72.2025.8.01.3713,1,1,1,0,1,1
9345776-30.2025.8.20.0826,1,1,1,0,0,1
3166874-94.2025.8.13.2316,1,1,0,1,1,1
9628254-73.2025.8.25.6076,1,1,1,0,1,1
1779522-56.2025.8.10.1881,1,1,0,1,1,1
3716790-55.2025.8.10.3195,1,1,1,1,1,1
6239910-72.2025.8.15.4018,0,0,1,1,1,1
3809270-98.2025.8.14.7850,0,0,1,1,1,0
1692598-85.2025.8.25.1249,1,0,0,1,1,1
9703082-76.2025.8.21.5434,1,1,1,1,1,1
4045523-05.2025.8.20.5286,1,1,1,1,1,0
1979377-48.2025.8.13.6290,1,1,0,0,1,1
9044550-11.2025.8.20.4247,1,1,1,1,1,1
9313703-45.2025.8.15.1663,1,1,1,1,1,1
1581801-88.2025.8.26.0005,1,1,0,1,1,1
2281214-95.2025.8.20.2036,1,1,1,1,1,1
7646909-10.2025.8.18.8289,1,1,0,1,1,1
5857129-58.2025.8.07.6381,1,1,1,1,1,1
3898341-43.2025.8.01.5092,1,1,0,0,1,1
8607871-31.2025.8.16.3208,1,1,1,1,1,1
3469063-23.2025.8.13.1016,0,0,0,1,1,1
5796496-51.2025.8.10.7793,1,1,0,1,1,1
6512728-93.2025.8.10.2978,1,1,0,0,1,0
6019155-92.2025.8.12.7504,1,1,1,0,0,1
7570932-48.2025.8.16.1518,1,1,1,1,1,1
2996573-27.2025.8.17.7465,1,1,1,1,1,0
8350628-98.2025.8.02.6266,1,1,1,1,1,1
7689849-18.2025.8.13.4179,1,1,1,1,1,1
8311068-06.2025.8.19.7337,1,1,1,1,1,1
5172061-89.2025.8.15.6346,1,1,0,1,1,1
5377998-59.2025.8.19.2242,0,1,0,1,1,0
1471182-14.2025.8.22.1570,1,1,0,0,0,1
2473240-94.2025.8.26.6619,0,1,1,1,1,1
5559266-09.2025.8.12.5856,1,1,0,1,1,0
5972613-75.2025.8.13.7527,0,0,0,1,0,1
6615652-32.2025.8.21.1468,1,0,1,0,1,1
7196965-74.2025.8.21.1372,1,0,0,0,0,1
6225140-32.2025.8.09.4602,0,1,0,1,1,1
3550183-60.2025.8.21.8526,0,1,1,0,1,1
1507480-08.2025.8.05.4517,0,1,1,1,1,0
6279066-70.2025.8.06.6357,1,1,1,1,1,1
8465100-23.2025.8.11.7720,1,1,0,1,1,1
3522547-72.2025.8.07.8670,1,1,1,0,1,1
1965095-71.2025.8.19.1406,0,0,1,0,1,1
2362777-29.2025.8.21.3545,1,1,1,1,1,0
6651376-67.2025.8.26.8670,1,1,1,1,1,1
2295835-67.2025.8.13.4165,1,1,1,1,1,1
3528514-10.2025.8.17.3425,0,1,0,1,0,0
2352768-59.2025.8.20.3476,1,1,1,1,1,1
3330412-80.2025.8.07.4045,1,1,1,1,0,1
8822220-68.2025.8.12.8955,1,1,1,1,0,1
3085505-94.2025.8.21.8997,1,0,1,0,1,1
3341343-10.2025.8.25.8814,1,1,0,1,0,1
2637492-31.2025.8.24.1309,1,1,1,0,1,1
5581047-88.2025.8.16.4342,1,1,0,0,1,0
6255110-54.2025.8.19.7529,0,1,1,0,0,0
7612809-90.2025.8.15.2087,1,1,1,1,1,1
1961152-47.2025.8.14.3556,1,1,0,0,1,1
8158149-08.2025.8.18.5399,0,1,1,0,1,1
1789451-30.2025.8.05.0566,0,1,0,0,1,1
2421418-69.2025.8.01.9439,0,1,1,1,0,0
4901898-96.2025.8.14.7916,0,1,0,0,1,1
3015168-09.2025.8.09.8156,1,0,0,1,1,1
6606221-80.2025.8.20.4705,1,1,1,1,1,1
9875597-67.2025.8.24.7617,1,0,1,1,1,1
4290309-82.2025.8.21.7548,1,0,1,1,1,1
6791100-91.2025.8.03.3731,0,0,1,0,1,1
8682221-72.2025.8.13.7049,0,1,1,1,0,1
5740929-60.2025.8.27.4602,0,0,0,1,1,1
3974864-02.2025.8.17.3861,1,1,1,1,1,1
7313441-45.2025.8.22.5054,1,1,1,1,1,1
3633278-69.2025.8.25.7297,0,0,0,1,1,1
8462102-43.2025.8.18.6407,1,1,0,1,1,1
2077131-24.2025.8.14.7703,1,1,1,0,1,0
3972019-13.2025.8.03.0076,1,1,1,1,0,1
2300591-63.2025.8.08.7759,1,0,0,0,1,1
4934213-16.2025.8.06.3669,1,1,1,1,1,0
4144520-10.2025.8.25.2591,1,1,0,1,1,1
2817202-00.2025.8.17.7380,1,1,0,1,1,1
8903833-35.2025.8.10.2827,1,1,1,1,0,1
3776174-03.2025.8.06.6996,1,0,0,1,1,1
9114849-29.2025.8.11.6879,0,1,1,1,1,1
4871780-78.2025.8.20.7218,1,1,1,0,0,1
4109921-02.2025.8.02.0971,0,0,0,1,1,1
9167338-73.2025.8.25.4521,1,1,0,1,1,1
1118125-68.2025.8.08.4018,1,1,0,1,0,1
2580393-35.2025.8.22.6365,1,1,1,1,1,1
1937695-05.2025.8.14.8230,0,1,1,1,1,0
7937661-11.2025.8.14.1013,0,1,0,1,0,0
3344008-00.2025.8.05.3515,1,1,1,1,1,1
2757593-01.2025.8.26.0630,1,1,1,1,1,1
5663615-79.2025.8.18.3121,1,1,1,0,1,1
5041668-19.2025.8.01.4885,1,1,1,1,0,1
3507679-20.2025.8.20.9047,1,1,1,1,0,1
8344193-52.2025.8.25.9856,1,0,1,0,1,1
9024693-76.2025.8.01.9321,0,0,0,1,1,1
3952891-96.2025.8.19.6341,1,1,1,1,1,1
6166961-63.2025.8.27.7421,1,1,1,1,1,1
3337642-10.2025.8.16.3783,0,0,0,1,1,1
4304425-98.2025.8.26.9088,0,0,1,1,1,0
1978696-99.2025.8.07.5342,1,0,0,1,1,1
2053797-84.2025.8.05.1870,1,1,1,1,1,1
3641117-76.2025.8.04.8608,0,1,1,1,1,1
7644160-56.2025.8.03.2366,0,0,0,0,1,0
9283765-13.2025.8.11.9937,1,1,1,1,1,0
6385194-60.2025.8.08.3593,1,1,0,1,1,1
3412286-96.2025.8.12.4113,1,1,1,1,1,1
1173614-30.2025.8.19.7994,0,1,0,1,1,1
4506141-36.2025.8.12.1509,1,1,1,1,1,1
1501634-51.2025.8.02.9604,1,1,0,1,1,1
9393790-61.2025.8.04.7297,1,1,1,1,0,1
8123211-67.2025.8.05.9606,1,1,0,1,1,1
1900905-49.2025.8.06.8720,1,1,1,1,1,0
2305107-70.2025.8.06.0801,1,1,0,0,1,1
5432893-09.2025.8.22.0742,1,1,0,0,1,1
8329308-00.2025.8.18.2876,1,0,0,0,1,1
3075454-43.2025.8.15.0757,0,1,1,1,0,1
4282926-10.2025.8.02.8247,1,1,1,0,1,1
9617501-13.2025.8.13.2231,1,1,0,1,1,1
9329783-38.2025.8.22.2500,1,1,1,0,1,1
8815852-44.2025.8.06.0756,0,0,1,1,0,1
5930440-25.2025.8.11.5868,1,1,1,1,1,1
4876946-61.2025.8.26.1399,1,1,1,0,1,1
8433532-47.2025.8.27.6627,1,1,0,1,0,1
8601545-05.2025.8.17.2945,1,1,1,1,1,1
7161202-00.2025.8.08.0057,0,1,0,1,0,1
2034193-94.2025.8.07.7721,1,1,1,0,1,1
3323849-46.2025.8.10.3368,1,1,0,1,1,1
2937016-15.2025.8.24.6314,0,1,1,0,0,1
2114733-39.2025.8.07.7469,0,1,1,1,0,1
5133892-36.2025.8.05.4866,1,1,1,1,1,1
3580494-73.2025.8.04.2293,1,1,1,1,1,1
5769446-94.2025.8.15.8751,1,1,0,1,0,0
5185629-74.2025.8.10.0679,0,1,1,0,1,1
2603472-07.2025.8.12.8426,1,1,1,0,1,1
1608709-12.2025.8.17.3282,1,1,1,0,1,1
7716842-97.2025.8.10.1986,1,1,1,1,1,1
6333732-21.2025.8.19.9977,0,1,0,1,1,1
3440427-11.2025.8.02.7150,1,1,1,1,1,1
7457806-63.2025.8.02.5989,1,1,1,1,1,0
6706596-83.2025.8.27.8134,1,1,0,0,1,1
6143552-08.2025.8.07.9655,1,1,1,0,1,1
4979662-71.2025.8.24.4578,1,1,1,1,1,1
4956904-78.2025.8.09.3404,1,1,1,0,1,1
5553323-61.2025.8.08.9988,1,1,1,1,1,1
8375668-76.2025.8.19.7635,0,1,1,1,1,0
1975523-15.2025.8.22.4651,0,1,1,1,1,1
3539308-75.2025.8.03.2686,0,1,0,1,1,1
5013252-76.2025.8.22.3049,0,1,1,0,1,1
2934753-40.2025.8.25.4901,0,1,0,1,1,1
9019309-76.2025.8.11.2373,1,1,0,1,1,1
9178766-01.2025.8.26.5198,1,0,0,0,1,1
2834382-73.2025.8.25.8464,1,1,1,0,1,1
3827067-31.2025.8.24.0123,1,1,1,1,0,1
6938357-51.2025.8.13.7617,0,0,0,1,0,1
6128005-46.2025.8.12.7907,0,0,1,1,1,1
9414114-53.2025.8.12.0885,0,1,1,1,1,1
6781273-66.2025.8.06.1367,1,1,1,0,1,1
5737557-75.2025.8.04.6013,0,0,0,1,1,1
7514337-82.2025.8.26.3021,1,0,1,0,1,1
7111639-60.2025.8.07.9909,1,1,0,1,0,1
4873972-96.2025.8.04.9194,0,1,0,1,0,1
5837462-23.2025.8.06.9161,1,1,1,1,1,1
2287872-74.2025.8.16.1283,1,1,1,0,1,1
9539345-35.2025.8.08.1944,1,1,0,1,1,1
1342667-48.2025.8.10.3761,1,1,0,0,1,1
3131447-26.2025.8.18.9223,1,0,1,0,1,1
7714644-27.2025.8.07.0961,0,1,1,1,1,0
2730695-96.2025.8.05.3649,1,0,1,0,1,0
6229412-77.2025.8.27.2926,1,1,0,1,1,1
6489394-53.2025.8.10.5584,1,1,0,1,0,1
3241712-90.2025.8.22.1838,1,1,1,1,0,1
2646609-58.2025.8.13.9030,1,1,1,1,1,1
5695189-89.2025.8.03.2541,0,1,1,0,1,1
5867346-86.2025.8.26.0955,0,0,0,0,1,1
9976092-60.2025.8.04.3682,1,1,0,1,1,1
1445486-76.2025.8.12.8913,1,1,0,1,1,1
3214483-79.2025.8.11.1508,1,1,0,1,1,1
5447074-02.2025.8.08.5208,1,1,0,1,1,1
1615015-84.2025.8.25.5378,0,0,0,0,0,1
9205926-06.2025.8.02.3852,0,0,0,0,0,0
8800587-51.2025.8.05.8146,0,0,1,1,0,1
2100666-61.2025.8.02.5496,0,1,1,1,0,0
2354747-35.2025.8.17.5174,0,1,0,1,1,0
1884232-59.2025.8.04.6211,1,1,0,1,1,1
1175981-98.2025.8.06.5613,1,1,1,1,1,1
9873670-28.2025.8.02.4562,1,1,0,0,1,1
6612986-20.2025.8.18.1665,1,0,1,1,1,0
7936143-89.2025.8.15.4854,0,0,0,0,1,0
3584786-70.2025.8.26.1171,1,1,1,1,0,1
5247086-44.2025.8.04.8725,1,0,1,1,0,1
3174564-07.2025.8.18.6221,1,1,1,1,1,1
5109128-40.2025.8.10.2848,1,1,0,1,1,1
4185298-59.2025.8.13.5286,1,0,0,0,0,1
1951754-50.2025.8.08.9146,1,1,1,1,1,0
2744895-17.2025.8.04.3301,1,1,1,1,1,1
7193530-17.2025.8.21.1613,0,0,1,1,0,1
3923126-13.2025.8.07.9143,0,1,0,1,0,1
2540710-52.2025.8.14.9085,1,1,1,1,1,0
4650184-10.2025.8.24.1546,1,1,1,1,0,1
5094767-96.2025.8.17.7992,0,0,0,1,0,1
7159385-05.2025.8.15.1201,1,1,1,1,1,1
2322639-07.2025.8.06.6934,1,0,0,1,0,1
2289287-86.2025.8.12.2358,1,1,1,1,0,1
4506816-41.2025.8.10.7793,1,1,1,1,1,1
3224281-55.2025.8.07.0594,0,1,1,1,1,1
9684649-96.2025.8.02.9162,1,1,1,1,1,1
1939709-05.2025.8.25.6633,1,1,0,1,0,1
5177597-36.2025.8.26.5414,0,1,0,0,1,1
5854119-34.2025.8.13.3101,1,0,0,1,1,0
7739169-58.2025.8.01.5257,1,1,1,1,1,1
8841460-01.2025.8.25.6785,1,1,0,0,0,1
4615323-04.2025.8.03.7554,1,1,0,0,0,1
4599802-70.2025.8.10.1798,0,1,0,1,1,0
7731198-02.2025.8.02.0026,1,1,1,1,1,1
